method,seed,query,ro,parent_r2,child_r2
BIF (hot),430826,4,0.9927977495960186,0.2252386650278746,0.12863824671596652
BIF (hot),430826,5,0.9706374561156339,0.20354272723560674,0.13321667730643083
BIF (hot),430826,6,0.8910748400490311,0.38831543465160184,0.11364785268647146
BIF (hot),430826,7,0.8989950218541121,0.38588095148174273,0.25467321069036214
BIF (hot),430826,8,0.8989950218541121,0.40872676616277587,0.24777764925746254
BIF (hot),430826,9,0.9672171210151653,0.4398656999923024,0.36530885320154394
BIF (hot),430826,10,0.9672171210151653,0.4753921745697858,0.438558258899366
BIF (hot),430826,11,0.9620248422138591,0.4744436152094133,0.4343115179317927
BIF (hot),430826,12,0.9620248422138591,0.48310368634215317,0.4551137200449376
BIF (hot),430826,13,0.9620248422138591,0.4635988779306277,0.46620724133909297
BIF (hot),430826,14,0.9620248422138591,0.510591810692086,0.46517753174298965
BIF (hot),430826,15,0.9620248422138591,0.4763011061511048,0.45116650614124304
BIF (hot),430826,16,0.9670806543031643,0.4818551301899194,0.48251762249772845
BIF (hot),430826,17,0.9588240321261545,0.48395282804261924,0.4792946540276638
BIF (hot),430826,18,0.9589095401708206,0.4844999304700146,0.5457757475919911
BIF (hot),430826,19,0.9589095401708206,0.5088919227600573,0.5426841341721377
BIF (hot),6192331,0,0.9868543879679657,0.0,0.0
BIF (hot),6192331,1,0.9297860793089677,0.0211385624187556,0.0984265092594444
BIF (hot),6192331,2,0.732502451208424,0.19603518094087724,0.23806244972656015
BIF (hot),6192331,3,0.974519541314212,0.023924318894057432,0.172558843855571
BIF (hot),6192331,4,0.732502451208424,0.038568681719814556,0.11027261013610393
BIF (hot),6192331,5,0.9680945420611176,0.06538710983159102,0.4009340381282721
BIF (hot),6192331,6,0.9680945420611176,0.09433273903570563,0.3755304166962258
BIF (hot),6192331,7,0.9680945420611176,0.15349970965217336,0.3475221861046103
BIF (hot),6192331,8,0.9610978604522558,0.16783232549677624,0.39612257516933547
BIF (hot),6192331,9,0.9610978604522558,0.1737113423531911,0.3854494712553982
BIF (hot),6192331,10,0.9610978604522558,0.19290349894989747,0.3572668486932155
BIF (hot),6192331,11,0.9610978604522558,0.25150022291229546,0.2871973780138167
BIF (hot),6192331,12,0.9610978604522558,0.295265678889133,0.34309955364043654
BIF (hot),6192331,13,0.9610978604522558,0.30616044791208274,0.4135395445032487
BIF (hot),6192331,14,0.9610978604522558,0.3587911439913283,0.41833457696661785
