method,seed,query,ro,parent_r2,child_r2
BIF,9488226,10,0.9964264019122341,0.08439518351581068,0.365133903992249
BIF,9488226,11,0.9898333587634223,0.06133301025709848,0.3275412865151408
BIF,9488226,12,0.9610875101156782,0.057454038017302235,0.24546255697528266
BIF,9488226,13,0.9610875101156782,0.09378839473812889,0.2496240068822793
BIF,9488226,14,0.9898333587634223,0.10076701194922363,0.28894472194079635
BIF,9488226,15,0.9898333587634223,0.0733112048596253,0.3202690428876813
BIF,9488226,16,0.9898333587634223,0.0709978843846178,0.2949794279225598
BIF,9488226,17,0.9898333587634223,0.0714313215588369,0.2908479656748916
BIF,9488226,18,0.9898333587634223,0.08771669225045957,0.29041289389172953
BIF,9488226,19,0.9898333587634223,0.08902310008691439,0.34415761434065173
BIF,2697408,0,0.9167732935941197,0.0,0.0
BIF,2697408,1,0.9393524732311226,0.0,0.0
BIF,2697408,2,0.9769465640400377,0.0,0.0
BIF,2697408,3,0.9361687513504021,0.09135808409247087,0.2502150759035318
BIF,2697408,4,0.9361687513504021,0.06847348806162117,0.32640569255131435
BIF,2697408,5,0.9361687513504021,0.07126667634487098,0.20524664948671276
BIF,2697408,6,0.9359841464444141,0.038060778324554026,0.17518619218930775
BIF,2697408,7,0.8244820474882095,0.048806064027012826,0.18736818586303913
BIF,2697408,8,0.9341629023138985,0.04596257487206678,0.16685310396982475
BIF,2697408,9,0.9363822800127444,0.04584582563955707,0.17505568976821723
BIF,2697408,10,0.9363822800127444,0.038306308392231564,0.1627435203559789
BIF,2697408,11,0.9276959169489973,0.03639307400239735,0.18190563167130827
BIF,2697408,12,0.9276959169489973,0.04595667719234877,0.22571342805374328
BIF,2697408,13,0.9276959169489973,0.07133269263498687,0.21700591425293075
BIF,2697408,14,0.9276959169489973,0.0890280275693088,0.19780724955572024
BIF,2697408,15,0.9276959169489973,0.0876299736292772,0.20396292844414726
BIF,2697408,16,0.9276959169489973,0.08038478373184645,0.206637423714012
BIF,2697408,17,0.9276959169489973,0.08270374887915191,0.2309348228075217
BIF,2697408,18,0.9276959169489973,0.11572362799409056,0.22872889772338567
BIF,2697408,19,0.942438046158019,0.1213809148470675,0.20331322277732264
BIF,5135059,0,0.9415990601506858,0.0,0.0
BIF,5135059,1,0.9415990601506858,0.0,0.0
BIF,5135059,2,0.9415990601506858,0.0,0.0
BIF,5135059,3,0.8362595015245802,0.006600357828592217,0.27998128655627474
BIF,5135059,4,0.8362595015245802,0.17363168955681352,0.2089894454379861
BIF,5135059,5,0.9431120557363084,0.16956257092550245,0.5113797882422356
BIF,5135059,6,0.9435108856294566,0.16879392729325018,0.5354458585407311
BIF,5135059,7,0.9435108856294566,0.16793367806102333,0.5251395131785875
BIF,5135059,8,0.9435108856294566,0.1721181362434651,0.49732323742306717
BIF,5135059,9,0.9435108856294566,0.15443430491263507,0.507082518482339
BIF,5135059,10,0.9607117574780539,0.1313001766908232,0.49447692356987216
BIF,5135059,11,0.9587575744292237,0.1074492536427893,0.32985972033016075
BIF,5135059,12,0.9587575744292237,0.10584752363692126,0.26450012461037864
BIF,5135059,13,0.9587575744292237,0.08483925723999627,0.2476343071877874
BIF,5135059,14,0.9587575744292237,0.08084528623413681,0.20920006030292482
BIF,5135059,15,0.9587575744292237,0.08370698143515266,0.19812387287576494
BIF,5135059,16,0.9587575744292237,0.10073332420636014,0.19575496880757573
BIF,5135059,17,0.9587575744292237,0.11299660264419419,0.24612318201685693
BIF,5135059,18,0.9587575744292237,0.15696091487641825,0.22135092460297445
BIF,5135059,19,0.9587575744292237,0.16623148497719512,0.3475328237966244
BIF,6813578,0,0.8068923439197938,0.0,0.0
BIF,6813578,1,0.9631360648846502,0.0,0.0
BIF,6813578,2,0.9631360648846502,0.0,0.0
BIF,6813578,3,0.8696841569819107,0.02150700877334277,0.4490413232767348
BIF,6813578,4,0.960750679407738,0.02933361486965629,0.06957320699719798
BIF,6813578,5,0.8765981894490538,0.052642336378528824,0.32161539472639883
BIF,6813578,6,0.9396755351011528,0.12676835967690936,0.05639749433716253
BIF,6813578,7,0.9396755351011528,0.056425977082024056,0.11451162080869565
BIF,6813578,8,0.9396755351011528,0.002714050665453198,0.04478328983476088
BIF,6813578,9,0.8923484130596455,0.03153595312766569,0.03405095429034132
BIF,6813578,10,0.925181034763248,0.03282472699440302,0.19066705437778605
BIF,6813578,11,0.925181034763248,0.01748864272859667,0.278152539982817
BIF,6813578,12,0.9056646923909244,0.009756533599687544,0.28712070312741583
BIF,6813578,13,0.9469925228575354,0.15047230503718026,0.4217809287837224
BIF,6813578,14,0.942438046158019,0.16256263581386718,0.13759980441296019
BIF,6813578,15,0.942438046158019,0.15975429913328215,0.14583342331884647
BIF,6813578,16,0.942438046158019,0.13133184213353666,0.13860341113497893
BIF,6813578,17,0.942438046158019,0.09266643439318402,0.07397525258331353
BIF,6813578,18,0.942438046158019,0.09648634889468613,0.04501174896421736
BIF,6813578,19,0.942438046158019,0.09238335630334034,0.048478571766650276
BIF,430826,0,0.7574395130056626,0.0,0.0
BIF,430826,1,0.9837624409842546,0.0,0.0
BIF,430826,2,0.9837624409842546,0.0,0.0
BIF,430826,3,0.94376230487246,0.07384198080314054,0.33417429976544266
BIF,430826,4,0.950276476097432,0.0601024772323065,0.0017368040846911905
BIF,430826,5,0.9550606808649618,0.06785307534284667,0.011329569790111606
BIF,430826,6,0.9550606808649618,0.06725248077344473,0.007447303197297776
BIF,430826,7,0.9550606808649618,0.08071085274952106,0.005081518161500823
BIF,430826,8,0.9391206890341658,0.09910580006831465,0.018402899811044274
BIF,430826,9,0.9303981564944964,0.0957196846497351,0.010727983948866837
BIF,430826,10,0.9891221516447386,0.007538713211009811,0.03399971082379133
BIF,430826,11,0.9260603090734927,0.024680829056532863,0.028209688598708017
BIF,430826,12,0.981018182177452,0.024629340332211393,0.05235377657880002
BIF,430826,13,0.9260603090734927,0.02319416185747213,0.06815925221375527
BIF,430826,14,0.9260603090734927,0.023509725702844157,0.06425622139354015
BIF,430826,15,0.9462634116511972,0.022839452524731546,0.08787582779298374
BIF,430826,16,0.9462634116511972,0.021914621211140996,0.09193141216032279
BIF,430826,17,0.9462634116511972,0.02326179462452873,0.10497399989844336
BIF,430826,18,0.9875767835241823,0.017626131242856717,0.09018119706185124
BIF,430826,19,0.9388833867914815,0.020695034984180058,0.08303147843445702
BIF,6192331,0,0.9760541975093946,0.0,0.0
BIF,6192331,1,0.9760541975093946,0.0,0.0
BIF,6192331,2,0.9760541975093946,0.0,0.0
